@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {anger,disgust,fear,happiness,sadness}

@DATA
0.097651,0.014189,3.090933,0.198905,0.234916,0.521811,0.008870,0.152000,-25.739752,2.931008,0.827059,0.429548,0.003260,0.165687,-0.235085,-0.046832,-0.326794,-0.114136,-0.200424,-0.161243,-0.161391,0.038754,0.002028,0.074418,0.051646,0.028385,0.010831,0.017050,0.000609,0.002804,0.013602,0.026386,0.002842,0.030544,0.075901,0.007407,0.111316,0.067618,0.024857,0.343477,0.004242,0.129696,0.538381,0.407398,0.245084,0.184444,0.217678,0.209155,0.195420,0.180292,0.166858,0.181942,0.166872,0.134582,0.180317,0.032687,0.001683,0.041362,0.024139,0.015681,0.008481,0.010540,0.000867,0.002282,0.010918,0.023781,0.003208,0.008911,disgust
0.072641,0.011367,3.088796,0.172314,0.217358,0.547342,0.009522,0.107525,-26.601627,2.761638,0.129877,0.284884,-0.113963,0.221578,-0.171962,0.020088,-0.231861,0.018643,-0.134880,-0.070680,-0.136903,0.034190,0.002984,0.041888,0.020338,0.020631,0.014139,0.024279,0.003686,0.008885,0.022434,0.026099,0.006788,0.022684,0.031647,0.012820,0.192690,0.032244,0.021150,0.388351,0.003694,0.075776,1.508284,0.677816,0.540724,0.372703,0.301799,0.312561,0.233840,0.207937,0.191504,0.179391,0.195305,0.196590,0.166231,0.029612,0.002677,0.034201,0.017234,0.017554,0.015619,0.014979,0.007200,0.010025,0.019156,0.022275,0.011192,0.008075,disgust
0.093382,0.009904,3.039964,0.199573,0.239971,0.537087,0.011403,0.156844,-26.690529,2.854987,0.494294,0.422253,-0.158165,0.196251,-0.135002,-0.019436,-0.178814,-0.045440,-0.125721,-0.087307,-0.165629,0.036223,0.003492,0.065991,0.021220,0.031820,0.008521,0.031863,0.003427,0.006295,0.013268,0.022764,0.005172,0.026390,0.066630,0.012998,0.113412,0.071974,0.034734,0.402958,0.003847,0.174944,1.336706,0.458499,0.532009,0.247458,0.231767,0.277966,0.214399,0.155095,0.162576,0.146830,0.169849,0.138205,0.189749,0.032135,0.003603,0.045189,0.016445,0.016142,0.010478,0.015441,0.007110,0.006042,0.011561,0.013558,0.006506,0.009789,disgust
0.073104,0.008654,3.034880,0.178859,0.229290,0.430528,0.011763,0.100675,-27.169460,2.976634,0.438402,0.350935,-0.040424,0.122414,-0.115759,0.000850,-0.228177,-0.054909,-0.153907,-0.102498,-0.120178,0.048440,0.002819,0.053120,0.024950,0.025646,0.012302,0.027373,0.001021,0.005061,0.018203,0.030104,0.003564,0.027421,0.050787,0.008132,0.167041,0.054786,0.024155,0.365425,0.006241,0.109222,0.991068,0.527122,0.545951,0.321189,0.252653,0.235299,0.191958,0.221727,0.183806,0.173414,0.180296,0.163265,0.197184,0.040906,0.003234,0.040205,0.023339,0.015489,0.015519,0.018346,0.001493,0.007138,0.014684,0.023073,0.004654,0.010096,disgust
0.098514,0.008373,3.056382,0.196658,0.231122,0.603505,0.010079,0.158750,-27.694092,2.756839,0.310008,0.289881,-0.002417,0.167612,-0.081950,-0.023481,-0.202648,-0.079288,-0.149460,-0.121280,-0.088844,0.032922,0.002484,0.045682,0.020328,0.033040,0.015304,0.025984,0.004924,0.008588,0.019932,0.022328,0.002688,0.023640,0.060291,0.012257,0.148675,0.052855,0.030988,0.319798,0.004983,0.119896,1.520601,0.550778,0.664801,0.446958,0.295413,0.285959,0.185083,0.196224,0.226533,0.183598,0.161824,0.159536,0.148778,0.025946,0.003606,0.026945,0.016697,0.021194,0.015144,0.020124,0.011367,0.011066,0.018826,0.016065,0.002566,0.006206,disgust
0.075650,0.008865,3.012535,0.176414,0.226504,0.500942,0.010679,0.112764,-30.643606,2.785419,0.538338,0.348849,-0.232389,0.137502,-0.177063,0.078386,-0.094931,-0.098600,-0.218274,-0.159282,-0.231490,0.028836,0.008522,0.056343,0.017399,0.028719,0.011457,0.026416,0.003027,0.003705,0.025005,0.041582,0.004193,0.023672,0.047219,0.018820,0.211597,0.047059,0.022941,0.419529,0.004377,0.131161,3.241499,0.612436,0.551037,0.401075,0.339658,0.240096,0.148981,0.243694,0.206972,0.150022,0.199099,0.197011,0.187843,0.018404,0.013158,0.040980,0.016367,0.015678,0.009715,0.017883,0.008699,0.003896,0.013480,0.019338,0.003392,0.007747,fear
0.086076,0.014122,3.031287,0.187785,0.214173,0.650336,0.012156,0.138135,-27.599126,2.506584,0.690530,0.054428,-0.306758,0.177493,-0.166047,0.121307,-0.222232,0.015032,-0.114637,-0.029583,-0.027855,0.028234,0.006993,0.056204,0.017132,0.024860,0.020957,0.027035,0.004030,0.009060,0.017347,0.020754,0.003930,0.025425,0.060743,0.019736,0.166335,0.053698,0.022622,0.534122,0.006893,0.138230,3.120524,0.751471,0.798350,0.577933,0.421062,0.298879,0.292292,0.262918,0.220701,0.220134,0.189879,0.206460,0.208574,0.030242,0.011656,0.044269,0.019980,0.017996,0.024891,0.024445,0.008146,0.014545,0.014225,0.023403,0.003740,0.009978,fear
0.073801,0.007584,3.020117,0.173166,0.218738,0.529484,0.010548,0.112375,-29.683751,2.679006,0.325053,0.343579,-0.167408,0.240252,-0.085139,-0.080033,-0.190854,-0.049206,-0.237109,-0.172746,-0.215497,0.038504,0.004841,0.083310,0.020835,0.012231,0.011156,0.025391,0.006323,0.005366,0.019387,0.020012,0.005063,0.029365,0.031805,0.011432,0.165351,0.029852,0.025154,0.272945,0.004786,0.067101,2.461710,0.544863,0.613491,0.287580,0.323127,0.227965,0.147833,0.239814,0.159864,0.165090,0.142516,0.141546,0.175679,0.034585,0.006807,0.044556,0.021028,0.009237,0.007273,0.011578,0.011777,0.006468,0.017256,0.015475,0.005630,0.009335,fear
0.106571,0.007297,3.003737,0.215727,0.237846,0.716619,0.009920,0.178250,-29.899885,2.512249,0.468073,0.231935,-0.277233,0.254746,-0.182015,0.075775,-0.261093,-0.185131,-0.217320,-0.182691,-0.121638,0.028794,0.007153,0.037425,0.025892,0.031870,0.023322,0.028811,0.002350,0.003915,0.010664,0.031095,0.004554,0.022979,0.070107,0.011862,0.293988,0.069114,0.029920,0.431562,0.003871,0.167008,2.724715,0.426841,0.647186,0.494773,0.328067,0.191044,0.261200,0.247302,0.230518,0.194425,0.237836,0.223052,0.173734,0.025251,0.011931,0.030063,0.021960,0.023430,0.011855,0.016313,0.004792,0.003881,0.007369,0.022723,0.005993,0.007242,fear
0.073890,0.005303,3.034214,0.180659,0.224106,0.613914,0.010849,0.118726,-30.455745,2.707716,0.192665,0.290500,-0.099366,0.049160,-0.101163,0.052890,-0.288936,-0.078150,-0.114923,-0.109885,-0.250003,0.029284,0.006528,0.060469,0.023182,0.022689,0.016775,0.022032,0.009489,0.005252,0.024270,0.023450,0.004182,0.025321,0.039447,0.008310,0.182547,0.047308,0.021342,0.482055,0.005130,0.105310,2.978559,0.599784,0.694108,0.383228,0.353271,0.248457,0.223214,0.184841,0.230932,0.197129,0.208053,0.206556,0.226029,0.028741,0.011243,0.045372,0.019945,0.016860,0.020822,0.017408,0.017979,0.005802,0.023364,0.015705,0.004526,0.009440,fear
0.095849,0.007457,2.997090,0.197163,0.231548,0.620820,0.008377,0.145458,-29.425264,2.808332,0.528371,0.351609,-0.101812,0.052231,-0.094136,-0.009542,-0.233582,-0.109594,-0.175709,0.009077,-0.080003,0.022344,0.003782,0.072541,0.029099,0.033544,0.015867,0.027903,0.003009,0.005733,0.015042,0.017751,0.002125,0.024892,0.079038,0.011153,0.207259,0.073652,0.027363,0.459329,0.003348,0.150728,2.239463,0.523177,0.577632,0.318112,0.320993,0.221310,0.231537,0.138623,0.236989,0.186205,0.145701,0.155171,0.177305,0.018801,0.004763,0.035165,0.018330,0.024283,0.011356,0.013123,0.005604,0.006028,0.014189,0.013443,0.001728,0.007486,fear
0.070472,0.012773,3.069333,0.176919,0.219232,0.492573,0.011369,0.105048,-29.058931,2.782688,0.432515,0.090005,-0.198737,0.029951,-0.166501,0.035939,-0.193897,-0.036595,-0.107752,0.022832,-0.185519,0.029818,0.006352,0.058864,0.018432,0.024655,0.023619,0.028557,0.010738,0.008293,0.017248,0.024811,0.004053,0.027611,0.037153,0.017758,0.108239,0.046444,0.025520,0.389596,0.006432,0.099357,2.730888,0.636452,0.737947,0.522077,0.425764,0.326000,0.196368,0.239376,0.232857,0.202097,0.163625,0.199447,0.207483,0.033081,0.007847,0.042879,0.018088,0.021541,0.025922,0.022319,0.029934,0.009642,0.017596,0.021950,0.003968,0.009897,fear
0.094597,0.010094,3.036260,0.195383,0.232388,0.569001,0.011712,0.153813,-29.724331,2.802433,0.405672,0.188748,-0.195704,0.001114,-0.160748,-0.009247,-0.131920,-0.076501,-0.143081,-0.076109,-0.194816,0.032726,0.005858,0.059218,0.019848,0.024213,0.012543,0.023105,0.002140,0.005701,0.022185,0.031980,0.005130,0.026313,0.074593,0.017603,0.156269,0.071822,0.032979,0.479036,0.005511,0.162120,2.957784,0.598898,0.620267,0.535350,0.417967,0.234318,0.195731,0.194111,0.199308,0.201881,0.199522,0.209413,0.211454,0.025105,0.011634,0.042982,0.018716,0.021827,0.010226,0.020605,0.003984,0.007046,0.016902,0.027426,0.006317,0.008855,fear
0.088840,0.004030,3.000003,0.191501,0.225864,0.639417,0.008594,0.140208,-29.484654,2.625915,0.545904,0.405322,-0.220933,0.275778,-0.165725,-0.040899,-0.187682,-0.051195,-0.086522,0.032084,-0.152652,0.031402,0.003312,0.063641,0.022858,0.025749,0.018922,0.028421,0.007541,0.008068,0.012995,0.019597,0.003290,0.025549,0.055926,0.007927,0.225180,0.055592,0.026793,0.440182,0.003021,0.122439,2.458069,0.610576,0.606648,0.304570,0.303711,0.271328,0.212691,0.218099,0.180245,0.201143,0.139880,0.181758,0.139129,0.031905,0.003820,0.034841,0.013889,0.019638,0.019263,0.012904,0.016523,0.010146,0.007622,0.013650,0.002817,0.006866,fear
0.169851,0.010810,3.030872,0.262604,0.248320,0.910465,0.008369,0.262542,-29.737341,2.262116,0.365749,0.224247,-0.293835,0.130137,-0.036673,-0.100974,-0.358974,-0.235957,-0.282382,0.004370,-0.096720,0.022542,0.004922,0.056667,0.019299,0.033269,0.022725,0.021748,0.001134,0.003727,0.013795,0.015768,0.001876,0.023274,0.158090,0.017173,0.153797,0.121130,0.028987,0.783594,0.003984,0.261978,3.588887,1.077212,0.656087,0.496322,0.467991,0.274004,0.247252,0.238211,0.305102,0.270699,0.241449,0.270764,0.321892,0.025526,0.005969,0.050377,0.014269,0.032389,0.022132,0.017673,0.001614,0.003009,0.014301,0.013545,0.001410,0.011533,fear
0.112050,0.007257,2.999524,0.210226,0.229264,0.647028,0.010353,0.159667,-30.121234,2.586303,0.241504,0.238842,-0.192091,0.084825,-0.105906,0.036983,-0.234025,-0.129107,-0.211044,-0.242961,-0.219431,0.031807,0.007715,0.071502,0.022250,0.024763,0.011030,0.022323,0.005285,0.004156,0.014113,0.021243,0.003638,0.026864,0.116557,0.011377,0.174383,0.099701,0.031046,0.540475,0.005425,0.198525,2.751755,0.626980,0.608986,0.457191,0.382843,0.263319,0.167082,0.216259,0.242355,0.148930,0.209175,0.197751,0.193603,0.022149,0.010476,0.047040,0.024354,0.020597,0.010198,0.020196,0.008564,0.005080,0.014185,0.015781,0.005322,0.011145,fear
0.089487,0.013321,3.002818,0.204257,0.235656,0.638734,0.010333,0.142464,-27.386389,2.519477,0.430556,0.275979,-0.148996,0.167050,-0.346426,-0.122069,-0.181913,-0.064445,0.018314,-0.080374,-0.124982,0.033828,0.002370,0.051114,0.013923,0.026824,0.016010,0.028296,0.001437,0.009519,0.023254,0.033135,0.004163,0.027494,0.046610,0.018929,0.216733,0.055666,0.019859,0.482060,0.005180,0.122712,1.734274,0.664969,0.509157,0.406163,0.269188,0.262402,0.228254,0.207767,0.323623,0.338971,0.218055,0.202828,0.249294,0.027141,0.002770,0.039602,0.014665,0.020398,0.019925,0.019566,0.002019,0.010994,0.027322,0.033933,0.005157,0.008575,fear
0.049506,0.018625,3.083819,0.158094,0.225427,0.247454,0.014854,0.052139,-27.834841,3.177252,0.491676,0.302942,-0.063714,-0.064022,-0.186302,-0.066205,-0.251455,-0.127221,-0.259002,-0.093997,-0.119812,0.035573,0.003926,0.059433,0.029964,0.035998,0.023821,0.029557,0.000530,0.005030,0.013937,0.031245,0.003424,0.033533,0.015464,0.029559,0.195048,0.020439,0.017419,0.162723,0.008249,0.020146,1.879168,0.388772,0.492147,0.390678,0.259392,0.218469,0.212119,0.259846,0.215607,0.272515,0.271350,0.242440,0.277043,0.032751,0.007464,0.047712,0.039271,0.030718,0.034242,0.021486,0.000917,0.005968,0.017232,0.026917,0.003575,0.011728,fear
0.078035,0.004039,3.001849,0.191869,0.234937,0.532842,0.010382,0.120562,-27.999684,2.757294,0.564906,0.330037,-0.174354,0.191188,-0.269359,-0.060036,-0.200605,-0.119968,-0.078822,-0.156498,-0.137873,0.044135,0.006901,0.058655,0.016743,0.027058,0.014386,0.030784,0.002544,0.006854,0.016375,0.029694,0.002830,0.027203,0.043617,0.005131,0.148500,0.051503,0.023289,0.385665,0.004606,0.117066,1.155305,0.475881,0.424541,0.359338,0.198799,0.236480,0.241314,0.223389,0.249418,0.196989,0.246108,0.254664,0.230742,0.035379,0.010638,0.041092,0.016260,0.017473,0.016885,0.020147,0.004190,0.007586,0.015222,0.021854,0.002580,0.008136,fear
0.099664,0.012026,3.015511,0.206210,0.236565,0.533259,0.011106,0.138875,-27.372033,2.849238,0.608285,0.280183,-0.184394,0.098200,-0.293246,-0.028738,-0.230850,-0.130899,-0.103182,-0.123215,-0.089834,0.032058,0.003218,0.055749,0.025315,0.035303,0.019749,0.025482,0.001290,0.006401,0.017197,0.024276,0.003228,0.025348,0.102088,0.021952,0.177456,0.092541,0.028505,0.446389,0.005740,0.181009,1.568003,0.531411,0.405639,0.462732,0.321378,0.267926,0.265982,0.187598,0.204192,0.260105,0.235136,0.244051,0.205854,0.024672,0.003392,0.039824,0.023872,0.025438,0.027467,0.019552,0.002295,0.008095,0.014107,0.023966,0.002920,0.009432,fear
0.057650,0.008695,3.057593,0.163465,0.226553,0.319484,0.015463,0.065094,-27.666617,3.059463,0.352119,0.511834,-0.124461,0.204974,-0.051806,-0.111507,-0.139487,-0.231550,-0.243729,-0.172773,-0.034591,0.030027,0.002232,0.077845,0.042063,0.031145,0.010598,0.028785,0.000740,0.004469,0.016256,0.020062,0.001847,0.031876,0.022277,0.008729,0.140379,0.029464,0.018657,0.281148,0.009611,0.042579,1.440183,0.555255,0.566466,0.262717,0.265465,0.217974,0.172595,0.213558,0.166079,0.224642,0.207399,0.196763,0.230217,0.030498,0.002728,0.052743,0.036025,0.024527,0.007874,0.020114,0.001335,0.004393,0.015262,0.016402,0.002327,0.011134,fear
0.114908,0.009479,3.012885,0.223185,0.243469,0.719280,0.010975,0.177514,-27.341093,2.510268,0.483231,0.440241,-0.288117,0.214934,-0.379280,-0.106457,-0.037022,-0.207694,-0.006286,-0.092420,-0.160096,0.042017,0.004735,0.049657,0.015836,0.027069,0.017283,0.025417,0.001124,0.005396,0.020897,0.026383,0.003298,0.026178,0.066246,0.012218,0.221398,0.063195,0.024591,0.440527,0.005354,0.146059,1.845602,0.642135,0.474081,0.395985,0.273650,0.279356,0.284886,0.257075,0.271052,0.249018,0.264004,0.218981,0.195290,0.038788,0.009164,0.038708,0.014615,0.022913,0.025649,0.023529,0.002309,0.005356,0.017227,0.024748,0.004086,0.009724,fear
0.091659,0.022969,3.048888,0.192611,0.233956,0.532790,0.014037,0.139185,-26.547061,2.989727,0.201728,0.282335,-0.083483,0.038788,-0.048274,0.025563,-0.243853,-0.085600,-0.331393,-0.188114,-0.183717,0.030683,0.017266,0.047568,0.026603,0.028275,0.012120,0.027570,0.001038,0.004351,0.017504,0.026332,0.002718,0.026915,0.079399,0.035096,0.189627,0.078472,0.039526,0.563408,0.008364,0.189009,1.509224,0.660162,0.693518,0.475763,0.306595,0.226310,0.189246,0.233625,0.218025,0.247929,0.251577,0.205099,0.242929,0.032819,0.019087,0.035780,0.034037,0.027613,0.011987,0.022244,0.000906,0.004778,0.020628,0.020803,0.002320,0.009485,fear
0.087116,0.017227,3.050469,0.200101,0.239868,0.474438,0.011476,0.121583,-26.983792,2.976229,0.412228,0.269713,-0.080277,-0.008826,-0.189357,-0.180817,-0.211636,-0.226608,-0.076690,-0.032185,-0.044862,0.026333,0.001319,0.047088,0.023049,0.036436,0.030920,0.029871,0.003487,0.011015,0.018445,0.027222,0.003061,0.028633,0.072920,0.025153,0.168393,0.077950,0.029007,0.404828,0.006701,0.161698,1.602691,0.539775,0.505857,0.418299,0.243798,0.239727,0.232805,0.272487,0.238389,0.202051,0.273386,0.219553,0.223839,0.026352,0.000891,0.035558,0.023118,0.031069,0.043189,0.022038,0.008535,0.017025,0.019450,0.021078,0.002560,0.010248,fear
0.133213,0.004967,3.033728,0.241852,0.236904,1.036782,0.008518,0.244531,-30.283340,1.876913,0.317850,0.325089,-0.361985,0.334358,-0.304570,-0.201106,-0.186325,-0.254769,-0.025240,-0.050004,-0.081388,0.020046,0.004565,0.042878,0.020396,0.032923,0.012706,0.026546,0.005332,0.008952,0.020124,0.015080,0.003577,0.020729,0.081066,0.008930,0.215320,0.069715,0.028603,0.567063,0.004368,0.178696,2.520830,0.863628,0.572958,0.556884,0.282653,0.264769,0.261996,0.213618,0.259208,0.172465,0.268693,0.246972,0.218832,0.022745,0.006041,0.029860,0.019515,0.017435,0.011779,0.019429,0.010800,0.010209,0.013546,0.009035,0.004900,0.008406,fear
0.140669,0.011684,3.052066,0.237850,0.251618,0.613599,0.009162,0.203111,-27.162662,2.821351,0.645562,0.371297,-0.103789,0.089852,-0.177000,-0.029393,-0.127998,-0.096784,-0.096625,-0.127053,-0.087349,0.041211,0.003388,0.050551,0.017588,0.028474,0.015307,0.033368,0.000741,0.004385,0.011472,0.030906,0.007239,0.023846,0.153164,0.016598,0.130178,0.119300,0.029311,0.514083,0.003980,0.225693,1.640205,0.649537,0.306895,0.281795,0.325561,0.206843,0.193414,0.207620,0.254733,0.216643,0.195716,0.205326,0.169126,0.031697,0.004981,0.034734,0.018451,0.017490,0.017909,0.025378,0.001218,0.004854,0.009700,0.022252,0.013004,0.008532,fear
0.135419,0.006315,3.047074,0.225253,0.238876,0.647110,0.010145,0.181333,-29.068749,2.711306,0.384383,0.478638,-0.057508,0.121347,-0.152399,-0.111385,-0.159904,-0.192357,-0.094660,-0.088537,-0.073275,0.027633,0.001639,0.049235,0.022237,0.029146,0.014169,0.027535,0.001294,0.004324,0.017341,0.035380,0.003864,0.023294,0.149372,0.015457,0.142000,0.118353,0.028112,0.541333,0.007265,0.220454,1.445509,0.681782,0.543380,0.276467,0.246052,0.231284,0.214041,0.183100,0.162158,0.183343,0.231058,0.153331,0.208073,0.025786,0.001483,0.031180,0.023304,0.021142,0.015041,0.014991,0.002335,0.003785,0.015271,0.029520,0.003035,0.009753,fear
0.064941,0.007237,2.979065,0.176737,0.236881,0.347233,0.011080,0.082812,-27.982229,2.995905,0.514499,0.336647,0.027803,0.212211,-0.097601,-0.007178,-0.154175,-0.148669,-0.156808,-0.070852,-0.027149,0.017970,0.002859,0.057415,0.020633,0.053886,0.020830,0.030945,0.000524,0.005376,0.023203,0.026179,0.002299,0.030641,0.033139,0.005387,0.145829,0.035317,0.016921,0.230608,0.003613,0.093536,0.726942,0.288322,0.222889,0.247640,0.176934,0.176228,0.179537,0.168380,0.155335,0.158149,0.158095,0.182918,0.156009,0.015937,0.003739,0.039128,0.019279,0.026351,0.022803,0.016866,0.000504,0.006225,0.008985,0.011895,0.002189,0.008452,fear
0.064858,0.015417,3.059782,0.174166,0.226392,0.389875,0.009771,0.091045,-26.170336,2.918398,0.477136,0.232954,-0.155219,0.148891,-0.149042,0.033502,-0.179906,-0.076556,-0.307844,-0.291626,-0.315878,0.048984,0.013328,0.074768,0.022769,0.032647,0.009914,0.017856,0.004884,0.004571,0.015438,0.020211,0.003114,0.029172,0.035750,0.015381,0.171719,0.040524,0.023176,0.329989,0.004007,0.095647,1.545455,0.425068,0.435865,0.339083,0.259426,0.250095,0.187183,0.184522,0.140709,0.185807,0.219481,0.223951,0.224118,0.038556,0.015375,0.038083,0.022213,0.026269,0.008808,0.012334,0.012427,0.004141,0.015961,0.016612,0.002391,0.008176,fear
0.082353,0.013604,3.072468,0.194305,0.237810,0.568504,0.009859,0.124906,-25.991842,2.727121,0.578030,0.410516,0.009646,0.224245,-0.220041,0.015929,-0.263468,-0.040325,-0.172273,-0.092726,-0.261006,0.048316,0.002490,0.064088,0.021282,0.029994,0.010162,0.021810,0.004624,0.003870,0.015326,0.036137,0.005207,0.029407,0.047221,0.013950,0.120143,0.056578,0.028456,0.428199,0.004311,0.131426,1.121176,0.574229,0.427607,0.400889,0.227313,0.216595,0.205123,0.178824,0.164222,0.155602,0.186001,0.191735,0.251536,0.042860,0.002496,0.044019,0.021190,0.029160,0.007747,0.015069,0.009117,0.003088,0.012402,0.024195,0.008681,0.008872,fear
0.092569,0.019881,3.012823,0.193577,0.236759,0.448893,0.011393,0.134406,-25.770910,3.058521,0.655630,0.402830,-0.011939,0.145088,-0.152047,-0.034785,-0.214599,-0.137001,-0.205665,-0.177473,-0.154593,0.034725,0.004433,0.073156,0.032240,0.036414,0.010877,0.025890,0.001317,0.002931,0.022185,0.018460,0.002314,0.028007,0.069086,0.019838,0.180428,0.066706,0.025932,0.389668,0.005526,0.129309,0.997176,0.493561,0.346244,0.322440,0.236980,0.192076,0.198080,0.169151,0.145799,0.153418,0.165581,0.189043,0.213902,0.030650,0.007701,0.043770,0.023543,0.019914,0.015083,0.016838,0.002769,0.002611,0.015904,0.009617,0.001691,0.007825,fear
0.064856,0.006629,3.081074,0.174654,0.229891,0.412801,0.012413,0.079416,-28.209533,2.883011,0.315747,0.329421,-0.184683,0.115942,-0.135670,-0.096703,-0.243016,-0.186654,-0.184645,-0.101669,-0.077497,0.032275,0.004382,0.059394,0.028724,0.038492,0.025386,0.029599,0.002536,0.005824,0.013155,0.019540,0.002952,0.030814,0.023211,0.006966,0.122747,0.027520,0.021242,0.260644,0.005998,0.039563,1.116921,0.473509,0.426888,0.365623,0.273340,0.273310,0.202503,0.213354,0.234603,0.185334,0.219251,0.247558,0.218958,0.026787,0.004413,0.040105,0.028915,0.033480,0.025089,0.022461,0.004949,0.005401,0.012167,0.014608,0.003294,0.009884,fear
0.118252,0.029810,3.130465,0.214127,0.229844,0.887596,0.013239,0.178417,-25.172249,2.197144,-0.268280,0.224298,-0.273210,0.182950,-0.331844,-0.361975,-0.394826,-0.430852,-0.192675,0.268767,0.237876,0.026856,0.005133,0.023548,0.017918,0.037863,0.051053,0.028517,0.001901,0.007415,0.006689,0.010339,0.005590,0.028252,0.080643,0.020116,0.119445,0.070622,0.032563,0.394648,0.005429,0.151061,1.597742,0.593227,0.599872,0.300733,0.284788,0.343355,0.214731,0.224232,0.225798,0.299327,0.313972,0.289582,0.283237,0.024690,0.006786,0.021274,0.018197,0.026948,0.043212,0.031499,0.002685,0.007918,0.007611,0.009342,0.007814,0.012048,fear
0.071339,0.014635,3.043594,0.183545,0.233232,0.409306,0.011787,0.087906,-26.872696,2.884103,0.390484,0.352105,0.016144,0.108086,-0.048534,-0.028403,-0.250073,-0.125362,-0.333159,-0.221721,-0.153789,0.044003,0.005259,0.062363,0.039707,0.031454,0.008394,0.022192,0.000589,0.003125,0.017320,0.019302,0.001792,0.029631,0.043574,0.015128,0.174815,0.052251,0.024390,0.341247,0.006176,0.088160,1.392566,0.535032,0.540606,0.482454,0.242447,0.221768,0.228473,0.174324,0.200202,0.234554,0.227821,0.200545,0.197439,0.029174,0.007975,0.039316,0.040313,0.019464,0.005933,0.018624,0.000588,0.002794,0.016245,0.015544,0.001808,0.009934,fear
0.088439,0.014950,3.001898,0.190776,0.234483,0.445770,0.011631,0.123469,-27.430918,2.990968,0.289731,0.284375,0.016536,0.145835,-0.119079,-0.038281,-0.244264,-0.143768,-0.227179,-0.278134,-0.151454,0.047986,0.003422,0.059577,0.027546,0.036052,0.010889,0.020643,0.001757,0.003899,0.016261,0.023418,0.002747,0.029172,0.077509,0.021064,0.188370,0.073864,0.028857,0.423200,0.005516,0.153991,1.511473,0.460387,0.523932,0.457157,0.245626,0.195438,0.197415,0.147836,0.137249,0.196944,0.218473,0.167013,0.167253,0.028637,0.004742,0.032299,0.026430,0.027227,0.009643,0.013240,0.005009,0.005623,0.014056,0.019847,0.003081,0.008143,fear
