@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {anger,disgust,fear,happiness,sadness}

@DATA
0.104068,0.013837,3.093521,0.198434,0.226832,0.601313,0.010158,0.164188,-26.173769,2.946220,0.469837,0.371785,-0.049280,0.001081,-0.016958,0.069934,-0.231298,0.012383,-0.216900,-0.054642,-0.155769,0.029478,0.004022,0.055602,0.018820,0.023129,0.013976,0.031296,0.005718,0.004980,0.025722,0.026079,0.003089,0.023261,0.130605,0.012967,0.114400,0.113409,0.035846,0.664602,0.004799,0.241749,2.067677,0.569899,0.527580,0.386643,0.313060,0.207085,0.281467,0.290064,0.271191,0.253234,0.192502,0.176881,0.152482,0.027252,0.005213,0.040445,0.017118,0.017305,0.015413,0.020041,0.016999,0.005860,0.024403,0.017886,0.003863,0.009810,sadness
0.067654,0.005925,3.016614,0.164183,0.215833,0.438725,0.009759,0.095944,-28.144494,3.049763,0.501282,0.213131,-0.071473,0.066850,-0.128397,0.013118,-0.158233,-0.157895,-0.175703,-0.051217,-0.163636,0.030195,0.005148,0.078660,0.023157,0.024970,0.012694,0.022509,0.003721,0.008047,0.019733,0.022097,0.003436,0.026755,0.040606,0.007696,0.170264,0.048421,0.022605,0.421490,0.004339,0.088264,1.537566,0.632939,0.622498,0.424068,0.375162,0.234889,0.242046,0.187509,0.196648,0.182130,0.203741,0.165830,0.156013,0.022844,0.007639,0.046990,0.020408,0.014496,0.010454,0.015475,0.008740,0.011161,0.017109,0.014565,0.004033,0.009846,sadness
0.083026,0.007043,3.033567,0.184301,0.230399,0.501721,0.010435,0.134094,-27.118966,3.027936,0.563197,0.171815,-0.194608,0.038032,-0.011949,0.037207,-0.125256,-0.032895,-0.148472,-0.088705,-0.145452,0.030378,0.007673,0.051790,0.024198,0.029809,0.012871,0.025470,0.001990,0.005722,0.025075,0.027443,0.004550,0.022274,0.050511,0.009909,0.194455,0.050527,0.028726,0.400023,0.004629,0.124132,1.685539,0.592455,0.513329,0.521196,0.372548,0.197621,0.249350,0.208839,0.185706,0.159798,0.179767,0.174595,0.177651,0.022691,0.010849,0.029066,0.018684,0.026539,0.009383,0.014952,0.002361,0.008074,0.022561,0.020567,0.004863,0.006593,sadness
0.093721,0.005228,3.048848,0.197466,0.233571,0.628372,0.009181,0.150250,-27.214738,2.658625,0.717117,0.344272,-0.228464,0.254115,-0.088362,0.005134,-0.186293,-0.028022,-0.222398,-0.054693,-0.123901,0.031579,0.003561,0.062810,0.022011,0.030750,0.013575,0.028899,0.002384,0.008250,0.021491,0.021494,0.003427,0.023759,0.049266,0.008130,0.136547,0.056539,0.031949,0.384887,0.004680,0.127331,1.423068,0.617738,0.480463,0.278663,0.279318,0.251122,0.244359,0.174620,0.186116,0.155811,0.172158,0.175720,0.138470,0.026180,0.003519,0.035307,0.018920,0.020183,0.010915,0.018542,0.004298,0.010362,0.018241,0.012926,0.002838,0.007039,sadness
0.117126,0.010153,3.006187,0.216263,0.240083,0.602710,0.008692,0.183292,-27.440189,2.951848,0.697645,0.400089,-0.161424,0.058437,-0.095687,0.007300,-0.156760,-0.055256,-0.173606,-0.100356,-0.109594,0.029300,0.004055,0.077432,0.022319,0.028642,0.014627,0.023748,0.000782,0.004431,0.017348,0.023481,0.003014,0.024961,0.119632,0.013293,0.167252,0.105709,0.025543,0.592133,0.003409,0.221952,1.491491,0.537509,0.253121,0.300585,0.304465,0.263593,0.232111,0.198395,0.176411,0.181811,0.175011,0.208158,0.127836,0.022245,0.005139,0.040307,0.021432,0.020944,0.013354,0.017294,0.000811,0.004206,0.012507,0.016258,0.002269,0.009492,sadness
0.098137,0.004860,2.999357,0.193622,0.227706,0.586490,0.010450,0.139389,-28.145332,2.896600,0.489815,0.306911,-0.128701,0.053993,0.014775,-0.001671,-0.191243,-0.052564,-0.226963,-0.059948,-0.138839,0.030709,0.005170,0.054697,0.020895,0.029747,0.013574,0.027739,0.002982,0.007462,0.023063,0.023296,0.002525,0.022773,0.088050,0.008860,0.194761,0.083945,0.029120,0.469983,0.003722,0.169301,1.196284,0.497156,0.344920,0.309906,0.338434,0.209567,0.228320,0.221033,0.179089,0.178679,0.196343,0.203841,0.209844,0.023408,0.005395,0.038612,0.013416,0.023295,0.011565,0.016054,0.005850,0.009085,0.017377,0.015711,0.002037,0.008052,sadness
0.078262,0.016222,3.070356,0.188387,0.233835,0.493424,0.010165,0.105923,-25.237633,2.796175,0.711986,0.359232,-0.196577,0.317912,-0.211569,0.043002,-0.227286,-0.053529,-0.212262,-0.143584,-0.165295,0.050963,0.005949,0.066736,0.019670,0.029753,0.010938,0.028328,0.002580,0.003711,0.015852,0.025302,0.003557,0.027927,0.038318,0.017970,0.121455,0.038930,0.017113,0.315142,0.004701,0.080680,1.175874,0.485416,0.352851,0.332007,0.300991,0.263405,0.183077,0.219595,0.194779,0.198398,0.197557,0.237048,0.167750,0.036884,0.010384,0.044129,0.016322,0.022591,0.009154,0.018005,0.007062,0.002899,0.014680,0.018056,0.003851,0.008886,sadness
0.056072,0.010700,3.096220,0.158116,0.221151,0.302418,0.012102,0.062282,-27.486876,3.057527,0.493697,0.462275,-0.126760,0.097710,-0.220442,-0.080047,-0.209935,-0.029471,-0.148107,-0.147478,-0.240658,0.032453,0.002956,0.064306,0.016699,0.029873,0.009521,0.029574,0.006002,0.007462,0.024633,0.032891,0.004691,0.027941,0.019969,0.012462,0.114486,0.017997,0.015688,0.226560,0.006170,0.039090,1.655718,0.413199,0.457845,0.296548,0.292344,0.176875,0.198814,0.198333,0.188279,0.159916,0.172067,0.179621,0.228084,0.028808,0.003524,0.046445,0.015330,0.022552,0.008297,0.021701,0.015699,0.011869,0.020571,0.024675,0.008508,0.009368,sadness
0.090297,0.005950,3.034519,0.201792,0.238127,0.592736,0.009683,0.144363,-26.550697,2.760821,0.602366,0.405597,-0.087471,0.217025,-0.217995,-0.091841,-0.241088,-0.096832,-0.180396,-0.089066,-0.156645,0.039517,0.002199,0.053261,0.021611,0.031383,0.017350,0.029315,0.005089,0.004102,0.018607,0.032812,0.002446,0.026032,0.070707,0.006993,0.156383,0.075041,0.031518,0.529152,0.004658,0.177796,1.357383,0.680438,0.416480,0.409638,0.249719,0.257345,0.248417,0.194811,0.201983,0.199305,0.204681,0.154048,0.197937,0.027882,0.002042,0.030541,0.019625,0.023893,0.021844,0.020007,0.013710,0.003989,0.015622,0.030352,0.002196,0.008082,sadness
0.079752,0.012573,3.041145,0.190839,0.240720,0.406353,0.012368,0.118014,-26.011134,3.163697,0.671378,0.458625,-0.041463,0.110971,-0.247581,-0.093785,-0.187042,-0.129533,-0.118892,-0.094133,-0.021400,0.041309,0.001832,0.058419,0.023180,0.037817,0.019245,0.030691,0.000552,0.006140,0.015885,0.029857,0.002667,0.028380,0.076995,0.015543,0.122098,0.080393,0.032669,0.425052,0.007845,0.177288,0.773275,0.371429,0.333294,0.250092,0.216813,0.250983,0.214685,0.191526,0.194708,0.174413,0.220298,0.192718,0.153903,0.040534,0.002156,0.045967,0.025267,0.023727,0.023779,0.020572,0.000551,0.008069,0.015537,0.023568,0.002299,0.009216,sadness
0.068905,0.012162,3.092622,0.171105,0.226932,0.420662,0.012227,0.079714,-26.728146,2.987232,0.288406,0.503980,-0.135804,0.088949,-0.048232,-0.118646,-0.210426,-0.080991,-0.294474,-0.220232,-0.193970,0.043357,0.005810,0.068312,0.032310,0.023372,0.008712,0.024230,0.001171,0.004210,0.022179,0.026104,0.002851,0.031024,0.026273,0.015656,0.111241,0.031330,0.020885,0.265633,0.007817,0.040087,1.076136,0.456023,0.450744,0.394947,0.321256,0.244666,0.254401,0.246197,0.184138,0.184328,0.263831,0.271232,0.187629,0.037974,0.011463,0.054933,0.030712,0.015780,0.008075,0.018194,0.001251,0.004660,0.019355,0.023960,0.003369,0.011121,sadness
0.077403,0.012919,3.057013,0.185066,0.235349,0.395980,0.010595,0.094536,-25.800940,3.036916,0.575448,0.427005,-0.148433,0.153699,-0.134874,-0.074356,-0.169625,-0.128633,-0.209710,-0.093112,-0.173896,0.032598,0.004290,0.079934,0.020792,0.032496,0.012264,0.031913,0.001262,0.004174,0.014985,0.032059,0.003605,0.028969,0.054706,0.015006,0.122750,0.051019,0.024636,0.293519,0.007209,0.100757,1.058372,0.365392,0.327261,0.253104,0.267197,0.158923,0.175134,0.178458,0.142106,0.154992,0.165703,0.195999,0.283350,0.027308,0.006734,0.047006,0.018548,0.021605,0.013601,0.018387,0.002211,0.004100,0.012398,0.023490,0.003960,0.010449,sadness
0.065484,0.007882,3.025067,0.170911,0.228654,0.368253,0.012351,0.076214,-27.513147,3.157237,0.323915,0.429276,-0.092810,0.057695,-0.077778,-0.031738,-0.179512,-0.038596,-0.168538,-0.118944,-0.179961,0.041751,0.002497,0.059398,0.021433,0.035036,0.010519,0.028484,0.003946,0.003695,0.017491,0.033186,0.004324,0.028276,0.038228,0.012419,0.134342,0.049245,0.027580,0.329260,0.006996,0.081286,1.292256,0.504072,0.592266,0.310302,0.239545,0.202008,0.232413,0.209644,0.198608,0.192250,0.201749,0.182698,0.224041,0.039181,0.002894,0.043098,0.017994,0.027409,0.013117,0.024542,0.008763,0.003289,0.011946,0.026321,0.004241,0.009663,sadness
0.102628,0.015582,3.084575,0.215078,0.241719,0.745621,0.009095,0.176833,-25.684726,2.652679,0.402803,0.442646,-0.063967,0.130013,-0.211833,-0.038136,-0.180000,-0.062457,-0.132677,-0.076559,-0.254810,0.047321,0.004076,0.057881,0.019489,0.027441,0.008664,0.026625,0.001569,0.004190,0.012699,0.033592,0.005415,0.027559,0.062166,0.017329,0.144103,0.062515,0.026839,0.426064,0.003960,0.146974,1.149327,0.519272,0.543936,0.320409,0.288976,0.245520,0.229885,0.172204,0.225882,0.175615,0.226439,0.234253,0.206017,0.041481,0.006267,0.037354,0.018526,0.021771,0.008275,0.019163,0.002282,0.003151,0.011014,0.025841,0.005776,0.008659,sadness
0.101987,0.008563,3.053179,0.209650,0.231048,0.717798,0.010653,0.176438,-28.412752,2.390913,0.400585,0.234145,-0.206407,0.253856,-0.277269,-0.051437,-0.193704,-0.167899,-0.248922,-0.156517,-0.153554,0.029554,0.004528,0.048798,0.028188,0.041547,0.012321,0.024022,0.004666,0.005485,0.015310,0.012716,0.003150,0.025474,0.064161,0.013179,0.178536,0.070480,0.038591,0.444311,0.005014,0.166815,2.271186,0.821450,0.643016,0.504482,0.302406,0.300687,0.232963,0.182287,0.183936,0.199446,0.246395,0.177559,0.230907,0.031581,0.007084,0.039779,0.026631,0.024285,0.013254,0.017754,0.011779,0.006666,0.013326,0.009094,0.004342,0.008892,sadness
0.137505,0.010095,3.022835,0.236761,0.252773,0.608391,0.008448,0.203667,-26.148337,2.952341,0.707794,0.458006,-0.047693,0.175356,-0.119760,-0.080939,-0.144551,-0.145216,-0.168518,-0.124035,-0.071578,0.043815,0.001701,0.050365,0.020668,0.034221,0.013072,0.026308,0.000581,0.003562,0.018482,0.028854,0.003273,0.022244,0.149648,0.009945,0.154935,0.121650,0.034324,0.565189,0.004272,0.248590,0.864432,0.495952,0.292634,0.184073,0.276075,0.227740,0.155816,0.193586,0.143878,0.185036,0.168293,0.173184,0.148390,0.024715,0.001657,0.028929,0.019054,0.023542,0.011210,0.017269,0.000772,0.003519,0.014974,0.018669,0.002688,0.006684,sadness
0.136537,0.011240,3.043735,0.235353,0.246494,0.645116,0.010399,0.207637,-26.015670,2.908171,0.488165,0.436341,0.019567,0.042546,-0.130287,-0.120768,-0.199780,-0.139436,-0.060462,-0.028961,-0.119054,0.039911,0.001823,0.051506,0.015640,0.027766,0.014736,0.024025,0.002056,0.006049,0.014938,0.039708,0.003027,0.027076,0.187973,0.012293,0.176462,0.155592,0.042551,0.742834,0.005797,0.313499,1.179521,0.737073,0.487013,0.236366,0.227919,0.280483,0.207534,0.208385,0.172258,0.171954,0.237805,0.203524,0.200716,0.042705,0.002247,0.044614,0.016667,0.021125,0.017634,0.015568,0.003846,0.006811,0.015372,0.030388,0.003465,0.010806,sadness
0.068711,0.013296,3.007678,0.177741,0.234859,0.379225,0.010269,0.089281,-26.099112,3.013414,0.559947,0.345397,-0.018893,0.200475,-0.183542,0.001103,-0.169014,-0.116287,-0.166394,-0.128275,-0.222786,0.038137,0.005260,0.080355,0.017972,0.037947,0.012773,0.027751,0.004554,0.004733,0.013926,0.027208,0.003981,0.029300,0.027550,0.013079,0.142180,0.035140,0.022968,0.204023,0.003989,0.067259,0.837440,0.324904,0.269435,0.297336,0.227889,0.248991,0.174924,0.162721,0.165681,0.147332,0.197042,0.177342,0.173837,0.023944,0.005887,0.047665,0.016833,0.022229,0.017800,0.016581,0.009550,0.005065,0.011433,0.018693,0.003465,0.009639,sadness
0.068268,0.009439,3.088087,0.171547,0.223538,0.413197,0.010139,0.087500,-26.431386,2.893717,0.541369,0.245540,-0.112460,0.256231,-0.162284,0.054804,-0.274159,-0.021283,-0.201579,-0.121037,-0.203311,0.046666,0.005490,0.053810,0.023621,0.029848,0.011151,0.025284,0.002553,0.005222,0.017659,0.035287,0.003636,0.027170,0.032091,0.009372,0.147517,0.035545,0.023533,0.277775,0.004725,0.081907,1.174426,0.378895,0.399673,0.275445,0.240041,0.269333,0.225083,0.204432,0.173871,0.163940,0.200764,0.227553,0.191781,0.033969,0.010694,0.038601,0.025492,0.022194,0.014173,0.018253,0.006349,0.007355,0.012484,0.023519,0.005040,0.009232,sadness
0.077477,0.005284,3.019384,0.187484,0.233547,0.531228,0.010684,0.113865,-27.622037,2.810976,0.507167,0.413007,0.014800,0.248908,-0.208052,0.010613,-0.175510,-0.052656,-0.190072,-0.125125,-0.209385,0.044584,0.004163,0.063154,0.021735,0.035309,0.012264,0.022911,0.002132,0.004885,0.015500,0.027649,0.003996,0.026763,0.040640,0.006094,0.159716,0.048894,0.025576,0.403582,0.004627,0.110372,1.124586,0.546047,0.390781,0.398871,0.198688,0.200813,0.244937,0.192605,0.172269,0.186503,0.205375,0.233525,0.190163,0.036545,0.006317,0.037172,0.021014,0.022408,0.012599,0.014689,0.003882,0.006090,0.013758,0.020629,0.004509,0.008392,sadness
0.087187,0.013382,3.068548,0.195758,0.239219,0.418351,0.011388,0.128531,-26.202942,3.032720,0.644137,0.325314,0.035630,0.194126,-0.168664,-0.009906,-0.181731,-0.069214,-0.223300,-0.183420,-0.163900,0.048866,0.004905,0.073313,0.019566,0.027780,0.010423,0.032292,0.001710,0.003836,0.017105,0.023194,0.003175,0.029123,0.082614,0.011767,0.138089,0.076931,0.029652,0.368485,0.005425,0.154055,0.796711,0.397122,0.328535,0.318427,0.204483,0.201070,0.187692,0.190826,0.179602,0.160213,0.158444,0.157495,0.184301,0.043494,0.007990,0.042924,0.018427,0.017468,0.009488,0.020519,0.004346,0.003648,0.013412,0.016251,0.003218,0.009923,sadness
0.061800,0.026178,3.081439,0.167735,0.223781,0.420523,0.010445,0.084946,-24.939998,2.969060,0.304391,0.325365,-0.060604,0.175871,-0.092536,0.007119,-0.195252,-0.059591,-0.216610,-0.219557,-0.256355,0.049113,0.010252,0.074983,0.019807,0.036033,0.008694,0.021309,0.005297,0.004152,0.009157,0.018392,0.005041,0.029360,0.020948,0.021421,0.156789,0.026538,0.018903,0.295853,0.005473,0.053766,1.075442,0.463501,0.590933,0.344016,0.325289,0.302265,0.255166,0.178946,0.180575,0.181023,0.244166,0.191462,0.193194,0.035545,0.012113,0.046236,0.016700,0.024863,0.008502,0.015816,0.010981,0.004177,0.007057,0.013010,0.006203,0.009108,sadness
0.081152,0.022882,3.068421,0.188171,0.233993,0.444869,0.010074,0.130690,-25.102012,3.035654,0.462869,0.340598,-0.054590,0.292888,-0.143437,-0.002687,-0.156366,-0.069979,-0.186402,-0.170647,-0.270363,0.064867,0.004852,0.061302,0.013996,0.026177,0.008821,0.029286,0.006555,0.003639,0.016269,0.023747,0.004328,0.029198,0.069266,0.021174,0.148090,0.070906,0.034351,0.434272,0.004324,0.169303,1.228213,0.488197,0.502983,0.341767,0.202121,0.321259,0.200303,0.178890,0.182797,0.173786,0.195652,0.167649,0.238244,0.048195,0.006213,0.037443,0.011564,0.018639,0.010797,0.020095,0.009801,0.003465,0.014255,0.019560,0.005057,0.008544,sadness
0.070979,0.014618,3.086082,0.176293,0.225471,0.444524,0.010833,0.100604,-26.537985,3.002606,0.375097,0.245730,-0.071019,0.088780,-0.083795,0.071353,-0.254246,-0.089370,-0.168656,-0.141877,-0.181288,0.047319,0.003981,0.062813,0.025190,0.026719,0.012304,0.023465,0.005777,0.004178,0.011887,0.022695,0.006792,0.027598,0.037266,0.016642,0.131577,0.048482,0.024931,0.281895,0.005699,0.081549,0.981929,0.447272,0.582136,0.534400,0.277316,0.283798,0.220050,0.168148,0.176366,0.190673,0.254468,0.176354,0.197024,0.036020,0.005474,0.044640,0.024609,0.019599,0.012070,0.015845,0.011861,0.003864,0.010091,0.017156,0.010486,0.009439,sadness
0.144305,0.030181,3.110907,0.244152,0.244545,0.964704,0.010009,0.284625,-24.864139,2.593030,0.084525,0.015139,0.005095,0.142474,-0.055724,-0.017351,-0.271188,-0.165960,-0.213482,-0.226173,-0.315777,0.032429,0.013496,0.035616,0.025591,0.022017,0.011061,0.036380,0.007722,0.006793,0.008074,0.018015,0.003660,0.023840,0.108121,0.030452,0.218421,0.102611,0.047347,0.639110,0.006114,0.251341,1.580328,0.697447,0.903013,0.443785,0.401077,0.259113,0.277769,0.204657,0.220970,0.230233,0.281614,0.269441,0.315335,0.033076,0.015971,0.025394,0.020486,0.018586,0.013405,0.037534,0.010147,0.008476,0.008692,0.014646,0.004198,0.010449,sadness
